"X","user_name","raw_timestamp_part_1","raw_timestamp_part_2","cvtd_timestamp","new_window","num_window","roll_belt","pitch_belt","yaw_belt","total_accel_belt","gyros_belt_x","gyros_belt_y","gyros_belt_z","accel_belt_x","accel_belt_y","accel_belt_z","magnet_belt_x","magnet_belt_y","magnet_belt_z","roll_arm","pitch_arm","yaw_arm","total_accel_arm","gyros_arm_x","gyros_arm_y","gyros_arm_z","accel_arm_x","accel_arm_y","accel_arm_z","magnet_arm_x","magnet_arm_y","magnet_arm_z","roll_dumbbell","pitch_dumbbell","yaw_dumbbell","total_accel_dumbbell","gyros_dumbbell_x","gyros_dumbbell_y","gyros_dumbbell_z","accel_dumbbell_x","accel_dumbbell_y","accel_dumbbell_z","magnet_dumbbell_x","magnet_dumbbell_y","magnet_dumbbell_z","roll_forearm","pitch_forearm","yaw_forearm","total_accel_forearm","gyros_forearm_x","gyros_forearm_y","gyros_forearm_z","accel_forearm_x","accel_forearm_y","accel_forearm_z","magnet_forearm_x","magnet_forearm_y","magnet_forearm_z","classe"
4547,3,1322837828,164323,6,1,668,117,19.5,-6.74,18,0.06,0.11,-0.16,-24,64,-160,14,602,-322,-103,-42.4,-72.4,22,0.27,-0.51,0.85,-191,-89,42,-3,178,666,-21.70885726,-91.04078243,61.18300867,1,-0.35,0.11,0.07,-11,-3,8,-506,350,-199,-38.6,10.9,-169,44,-0.61,1.89,-0.07,-393,-166,30,-640,28,359,"A"
4548,3,1322837828,196367,6,1,668,117,19.5,-6.79,18,0.06,0.13,-0.18,-27,64,-163,13,604,-320,-102,-42.1,-72.5,22,0.19,-0.48,0.92,-194,-86,37,-2,178,653,-65.40734103,-36.28221719,78.92542428,2,-0.34,0.06,0.07,-7,-12,14,-511,349,-194,-35.8,14.6,-160,41,-0.43,2.31,0.33,-382,-124,25,-671,148,418,"A"
4549,3,1322837828,240329,6,1,668,117,19.5,-6.77,18,0.06,0.13,-0.2,-25,62,-160,15,603,-326,-102,-42,-72.5,22,0.18,-0.48,0.94,-192,-87,36,-6,178,653,-21.21464596,-35.85653675,114.9161562,1,-0.35,0.1,0.1,-5,-3,13,-507,349,-191,-34.2,16.2,-156,42,-0.51,2.79,0.43,-394,-104,40,-684,209,454,"A"
4550,3,1322837828,272307,6,1,668,117,19.5,-6.85,18,0.06,0.13,-0.18,-26,63,-163,7,607,-329,-101,-41.9,-72.5,22,0.21,-0.51,1,-191,-85,33,-2,181,652,-30.01423523,-36.26867051,109.0739314,2,-0.35,0.1,0.15,-6,-5,15,-509,345,-182,-30.2,19.7,-148,31,-0.24,2.87,0.56,-304,-3,25,-690,294,485,"A"
4551,3,1322837828,316302,6,1,668,117,19.5,-6.92,18,0.08,0.13,-0.16,-23,62,-159,12,603,-328,-101,-41.7,-72.6,21,0.24,-0.51,1.03,-191,-81,32,-4,182,656,4.898980427,-19.71556135,136.7489294,2,-0.39,0.11,0.21,-4,1,20,-513,336,-181,-26.6,21.7,-141,39,-0.64,2.79,0.44,-378,-19,42,-687,373,509,"A"
4552,3,1322837828,348313,6,1,668,117,19.5,-6.94,18,0.08,0.13,-0.16,-24,64,-161,10,601,-328,-100,-41.7,-72.7,22,0.26,-0.53,1.02,-192,-81,32,0,193,645,5.54132321,-58.6979672,98.04953028,2,-0.42,0.16,0.25,-10,1,15,-510,349,-184,-24.3,22.8,-136,34,-0.55,3.13,0.57,-329,4,48,-674,428,533,"A"
4553,3,1322837828,376294,6,1,668,116,19.5,-6.97,18,0.08,0.13,-0.18,-23,65,-162,12,600,-313,-99.8,-41.6,-72.8,21,0.27,-0.51,1.02,-192,-79,32,-2,192,647,-48.43377489,-33.4899888,96.43639166,4,-0.4,0.14,0.2,-12,-17,30,-515,340,-180,-22.3,23.8,-132,33,-0.39,3,0.33,-304,92,32,-674,457,536,"A"
4554,3,1322837828,452364,6,1,668,116,19.5,-6.89,18,0.1,0.11,-0.21,-24,63,-161,10,599,-336,-99.1,-41.5,-73.2,21,0.32,-0.51,0.94,-190,-79,30,-4,200,662,-16.45884779,-8.20151066,138.6570184,2,-0.27,0.08,0.31,-2,-4,24,-513,332,-163,-18.5,24.7,-124,29,-0.71,2.75,0.28,-278,30,69,-648,544,590,"A"
4555,3,1322837828,620310,6,1,668,116,19.4,-6.92,18,0.11,0.13,-0.18,-25,66,-163,11,605,-327,-98.2,-41.3,-74,21,0.37,-0.48,0.82,-189,-80,29,-7,197,646,-38.51010006,-12.55471349,116.3669371,2,-0.24,0.16,0.33,-3,-9,22,-516,338,-176,-11.4,25.6,-113,31,-0.5,2.67,0.39,-266,130,52,-599,624,591,"A"
4556,3,1322837828,656297,6,1,668,116,19.3,-6.85,17,0.11,0.14,-0.21,-23,61,-158,11,601,-322,-97.6,-41.1,-74.7,21,0.42,-0.47,0.8,-189,-80,31,-8,200,643,-15.03671779,-42.45966025,111.7040417,3,-0.27,0.26,0.41,-11,-4,24,-519,340,-185,-6.7,25.4,-105,28,-0.51,2.57,0.61,-251,102,47,-535,683,599,"A"
4557,3,1322837828,676301,6,1,668,116,19.2,-6.85,17,0.13,0.14,-0.18,-22,60,-157,13,604,-310,-96.1,-40.8,-76.4,20,0.5,-0.5,0.85,-183,-74,27,-28,207,661,-45.22764459,-49.31831267,87.0691874,3,-0.16,0.26,0.33,-13,-12,21,-522,334,-183,0.87,23,-90.6,24,-0.67,2.83,0.08,-181,145,33,-437,742,616,"A"
4559,3,1322837828,700339,6,1,668,116,19.1,-6.72,18,0.11,0.14,-0.21,-26,67,-161,12,597,-316,-94.2,-40.9,-78.6,20,0.79,-0.61,0.95,-180,-79,-34,-42,213,670,-43.39640077,-15.83372747,110.5080098,4,-0.26,0.18,0.41,-6,-16,34,-517,334,-189,4.56,19.1,-80.9,20,-1.06,2.76,-0.15,-109,159,45,-348,776,643,"A"
4562,3,1322837828,892286,6,1,668,116,18.9,-6.29,18,0.13,0.14,-0.18,-24,62,-159,22,599,-312,-85.7,-39.6,-92.2,26,1.67,-0.29,0.64,-247,-62,12,-169,212,653,-86.0639707,-21.49110876,66.37640457,4,-0.11,0.11,0.1,-9,-32,26,-522,335,-180,13.2,11.1,-66.9,15,-0.11,1.93,0.69,-59,130,35,-163,744,568,"A"
4565,3,1322837829,12284,6,1,669,116,18.7,-6.02,18,0.14,0.13,-0.18,-27,62,-160,17,597,-323,-79.4,-37.6,-101,29,1.56,-0.42,1.15,-278,-64,-8,-266,237,625,-28.72675918,-38.73943414,107.8987151,3,-0.13,0.19,0.08,-12,-9,28,-514,336,-190,17.2,9.29,-62.8,14,-0.08,1.08,0.39,-67,124,15,-93,714,515,"A"
4566,3,1322837829,12317,6,1,669,116,18.7,-6.01,18,0.13,0.13,-0.18,-28,63,-159,20,602,-325,-77.5,-37.2,-103,29,1.54,-0.48,1.26,-273,-73,0,-274,246,617,-22.97523386,-25.9092476,122.0912537,4,-0.13,0.21,0.15,-9,-8,33,-519,337,-189,17.6,8.94,-62.2,15,-0.03,0.98,0.21,-57,130,10,-81,711,510,"A"
4567,3,1322837829,348293,6,1,669,117,18.2,-5.61,18,0.14,0.13,-0.15,-20,67,-160,23,596,-331,-70.5,-33.7,-113,31,0.1,-0.53,0.48,-292,-61,-35,-372,246,568,-23.1477364,-13.80878714,129.9954758,4,-0.18,0.26,0.15,-6,-10,42,-520,334,-174,19.4,12.6,-71.4,16,0.11,-1.14,0.18,-85,129,4,-123,714,491,"A"
4573,3,1322837829,628344,6,1,669,118,17.7,-4.2,18,0.19,0.11,-0.13,-19,62,-160,25,605,-336,-67.2,-29.5,-116,32,0.47,-0.16,0.11,-307,-43,-54,-392,281,539,-69.29262519,-17.71432929,84.64424716,5,-0.1,0.21,0.07,-8,-29,34,-519,331,-165,0.08,18.5,-100,16,0.93,-1.83,0.02,-109,86,75,-408,775,696,"A"
4574,3,1322837829,652288,6,1,669,118,17.7,-4.1,18,0.18,0.1,-0.13,-17,63,-162,26,603,-336,-68,-29,-117,33,0.42,-0.27,-0.03,-313,-39,-76,-386,264,554,-68.9493449,-17.43768582,85.08019114,5,-0.06,0.19,0.05,-9,-33,39,-521,339,-169,-0.43,19.8,-103,18,1.06,-1.85,0.21,-127,109,61,-441,765,680,"A"
4575,3,1322837829,660320,6,1,669,118,17.6,-3.89,18,0.18,0.11,-0.15,-23,64,-163,18,596,-335,-70,-28.3,-117,33,0.29,-0.34,0,-310,-65,-61,-390,250,557,-63.54941577,-17.54801795,90.36884182,6,-0.03,0.14,-0.03,-10,-34,45,-520,332,-170,-1.98,22.7,-108,22,1.12,-2.04,0.13,-167,132,42,-478,742,650,"A"
4576,3,1322837829,668316,6,1,669,118,17.6,-3.86,18,0.14,0.11,-0.16,-26,64,-163,30,597,-341,-70.6,-28.1,-117,32,0.26,-0.35,0.23,-302,-73,-56,-390,248,562,-43.51425136,-22.17465309,107.5304348,6,-0.02,0.16,-0.03,-12,-23,48,-526,339,-158,-3.2,23.8,-111,26,0.93,-2.04,-0.02,-210,135,32,-498,723,639,"A"
4577,3,1322837829,668370,6,1,669,118,17.6,-3.87,18,0.13,0.11,-0.16,-28,63,-162,26,599,-328,-71,-27.8,-117,31,0.29,-0.4,0.46,-292,-75,-56,-390,253,557,-33.91484757,-23.07630185,115.521438,5,-0.03,0.16,-0.1,-11,-16,44,-522,331,-169,-4.58,24.5,-114,27,0.69,-2.06,-0.26,-222,145,29,-522,709,636,"A"
4578,3,1322837829,700293,6,1,669,118,17.6,-3.8,18,0.08,0.13,-0.2,-26,64,-161,26,596,-338,-70.4,-27.4,-117,31,0.35,-0.58,1.02,-294,-61,-59,-394,250,550,12.19642141,-19.5910096,133.917945,4,0,0.16,-0.23,-8,5,40,-530,338,-167,-11.3,24.8,-122,27,0.29,-2.04,-1,-228,124,43,-591,656,644,"A"
4579,3,1322837829,764354,6,1,669,118,17.9,-4.38,18,0,0.13,-0.23,-22,61,-161,20,601,-336,-68,-27.4,-118,32,0.26,-0.63,0.94,-302,-57,-56,-400,266,541,-7.756324716,-28.80816981,127.1874299,4,-0.08,0.34,0.15,-11,-3,37,-515,350,-169,-26.3,21.1,-140,32,0.26,-2.2,-0.75,-306,24,53,-674,499,660,"A"
4580,3,1322837829,764412,6,1,669,118,17.9,-4.51,17,0.02,0.13,-0.18,-20,57,-158,21,598,-333,-67.7,-27.4,-119,32,0.24,-0.64,0.92,-300,-59,-55,-393,259,552,-19.33751897,-36.86141231,115.0132978,4,-0.05,0.32,0.11,-15,-8,38,-515,345,-169,-27.9,20.1,-142,32,0.22,-2.18,-0.62,-301,35,64,-685,465,645,"A"
4581,3,1322837829,832276,6,1,669,118,18,-4.73,18,0.02,0.11,-0.2,-23,68,-166,24,602,-334,-67.2,-27.5,-119,32,0.22,-0.64,0.92,-301,-61,-57,-399,264,539,-48.71645207,-22.57983448,102.5226563,5,0,0.24,-0.02,-11,-23,42,-509,342,-175,-31.2,18.1,-147,35,0.43,-2.26,-0.61,-332,16,66,-693,400,623,"A"
4583,3,1322837829,952635,6,1,669,117,18.1,-4.9,18,0.06,0.11,-0.18,-19,64,-161,23,601,-319,-66,-28.2,-118,31,0,-0.67,1.18,-290,-59,-61,-397,261,538,-56.23271266,-13.95366524,98.72351012,4,0,0,-0.16,-6,-23,36,-518,337,-166,-35.5,14.1,-157,40,0.63,-2.36,-0.11,-378,-31,84,-688,259,559,"A"
4585,3,1322837830,8413,6,1,670,117,18.1,-4.89,17,0.11,0.11,-0.16,-18,62,-157,19,603,-336,-64.2,-28.4,-118,31,0.18,-0.53,1.12,-289,-53,-62,-385,270,536,-31.83613941,-14.27620433,121.980448,4,0.06,0,-0.26,-5,-11,33,-520,330,-168,-38.7,8.95,-169,41,0.79,-2.81,-0.31,-378,-114,43,-647,45,422,"A"
4586,3,1322837830,120347,6,1,670,117,18.1,-4.88,18,0.13,0.1,-0.16,-22,65,-161,20,602,-333,-63.7,-28.1,-118,31,0.29,-0.48,0.9,-297,-51,-52,-388,278,529,-11.92754369,-14.92950177,137.9143766,3,0.05,0.05,-0.18,-5,-4,33,-522,331,-164,-40.9,5.95,-174,45,0.66,-2.59,-0.67,-401,-188,23,-612,-45,359,"A"
4589,3,1322837830,212340,6,1,670,117,18.1,-4.71,17,0.11,0.1,-0.21,-22,60,-157,16,606,-331,-65,-26.4,-118,31,0.29,-0.43,0.62,-290,-61,-67,-383,275,550,-64.74797983,-37.59452679,78.6773681,4,0.16,0.19,-0.13,-14,-23,27,-516,335,-165,-43.9,1.4,177,50,0.24,0.24,0.41,-421,-248,4,-533,-218,242,"A"
4591,3,1322837830,316283,6,1,670,117,18.2,-4.71,18,0.11,0.1,-0.2,-24,62,-159,18,603,-327,-65.2,-26,-118,31,0.31,-0.45,0.69,-292,-65,-66,-387,273,541,-58.24714423,-48.16400711,76.82112082,4,0.18,0.1,-0.28,-16,-19,24,-523,335,-172,-42.9,2.39,177,50,0.03,0.55,0.36,-441,-219,9,-542,-205,241,"A"
4593,3,1322837830,416343,6,1,670,117,18.2,-4.72,18,0.11,0.1,-0.15,-22,63,-158,16,605,-315,-64.9,-25.4,-119,31,0.27,-0.53,0.82,-297,-60,-57,-380,274,539,-7.588260755,-15.22066198,140.0457912,3,0.18,0.18,-0.23,-4,-2,26,-511,346,-181,-42,4.53,-179,51,-0.26,0.82,0.02,-453,-205,19,-564,-151,267,"A"
4594,3,1322837830,444305,6,1,670,117,18.2,-4.64,17,0.11,0.1,-0.16,-23,62,-158,21,603,-330,-64.8,-25.3,-119,31,0.27,-0.53,0.82,-295,-62,-57,-385,273,535,0,-9.06598872,148.013644,2,0.18,0.21,-0.15,-2,0,22,-512,335,-184,-41.8,5.18,-177,52,-0.35,1.12,0.03,-464,-201,23,-569,-140,291,"A"
4595,3,1322837830,512294,6,1,670,117,18.2,-4.64,18,0.11,0.1,-0.16,-25,63,-158,16,602,-326,-64.7,-25.2,-119,32,0.29,-0.56,0.82,-297,-62,-58,-382,269,547,-12.97025372,0,144.109379,2,0.16,0.22,-0.08,0,-3,23,-510,341,-183,-41.6,5.87,-176,47,-0.35,1.2,0.03,-424,-183,26,-587,-123,307,"A"
4597,3,1322837830,668324,6,1,670,117,18.2,-4.6,18,0.11,0.11,-0.15,-23,61,-159,20,605,-331,-64.5,-25.1,-119,31,0.27,-0.53,0.8,-297,-57,-57,-388,271,551,-54.9751499,-34.25361846,90.06214203,3,0.16,0.27,-0.02,-9,-14,21,-514,344,-185,-41,7.15,-173,46,-0.32,1.03,0.08,-422,-165,30,-596,-80,320,"A"
4599,3,1322837830,680340,6,1,670,117,18.2,-4.49,18,0.14,0.11,-0.15,-21,64,-159,17,602,-334,-64.5,-24.8,-119,31,0.24,-0.51,0.75,-293,-56,-60,-382,280,541,-78.53981634,-27.54335248,71.11612141,2,0.31,0.19,-0.1,-5,-13,12,-509,354,-191,-39.7,9.18,-167,46,-0.48,1.46,0.13,-425,-133,42,-625,-1,373,"A"
4600,3,1322837830,708324,6,1,670,117,18.1,-4.33,18,0.16,0.11,-0.13,-22,63,-158,12,604,-331,-64.5,-24.5,-119,31,0.22,-0.5,0.79,-296,-58,-57,-386,265,544,-72.1920287,-36.38020419,72.1920287,2,0.35,0.16,-0.15,-7,-13,13,-501,347,-201,-39,10.6,-162,53,-0.63,1.35,-0.1,-498,-157,37,-649,37,408,"A"
4601,3,1322837830,708369,6,1,670,117,18,-4.26,18,0.18,0.11,-0.15,-23,63,-158,12,598,-320,-64.5,-24.4,-119,31,0.21,-0.51,0.8,-296,-58,-59,-388,267,552,-53.76832531,-39.42443751,87.60580506,1,0.35,0.19,-0.16,-3,-4,6,-504,351,-215,-38.5,11.3,-159,42,-0.92,2.07,-0.07,-390,-109,47,-660,81,448,"A"
4603,3,1322837830,780350,6,1,670,118,17.9,-4,18,0.19,0.11,-0.13,-24,61,-160,26,604,-328,-64.4,-24.2,-119,31,0.21,-0.51,0.79,-295,-60,-56,-387,269,549,-46.3647609,0,110.7148718,0,0.27,0.32,-0.02,0,-2,4,-497,354,-206,-37.1,12.7,-152,51,-0.79,1.65,0.02,-477,-150,51,-674,172,520,"A"
4604,3,1322837830,800322,6,1,670,118,17.8,-3.83,18,0.19,0.13,-0.11,-24,63,-160,21,599,-331,-64.3,-24,-119,31,0.21,-0.51,0.79,-295,-59,-57,-381,270,538,-81.48269164,-50.64446434,50.64446434,0,0.21,0.39,0.05,-2,-3,2,-491,356,-214,-34.6,14.5,-145,33,-0.8,2.25,0.44,-306,-61,81,-689,251,572,"A"
4605,3,1322837830,840348,6,1,670,118,17.6,-3.52,18,0.18,0.13,-0.15,-24,63,-160,16,599,-335,-64.2,-23.8,-119,31,0.19,-0.53,0.82,-294,-62,-59,-383,267,544,-123.7089479,-32.0398588,-9.0106135,2,0,0.35,-0.02,-7,-21,-2,-486,364,-231,-30.4,16.5,-138,46,-0.59,2.25,0.61,-444,-46,66,-705,348,624,"A"
4606,3,1322837830,876344,6,1,670,118,17.5,-3.43,18,0.16,0.11,-0.15,-25,63,-160,21,607,-340,-64.1,-23.8,-119,31,0.19,-0.55,0.82,-294,-59,-55,-378,266,551,-129.9274976,-21.09888812,-16.8335453,2,-0.1,0.31,-0.15,-5,-23,-4,-483,372,-212,-27.3,17.8,-132,34,-0.56,1.93,0.59,-326,6,80,-694,414,660,"A"
4610,3,1322837832,40395,6,1,672,117,17.6,-3.66,17,0.13,0.13,-0.15,-18,61,-157,22,603,-329,-84.3,-9.67,-3.16,23,-1.12,-0.16,0.71,129,-91,-155,732,-30,-24,-36.17582181,-43.15378301,99.09307103,3,-0.08,0.06,-0.03,-13,-11,26,-510,362,-185,-5.09,16.1,-118,29,0.64,-1.59,-0.33,-248,124,59,-553,722,742,"A"
4612,3,1322837832,184298,6,1,672,118,17.3,-3.36,18,0.16,0.11,-0.15,-23,64,-160,23,606,-336,-90.1,-10.5,1.85,25,0.06,-0.24,0.34,140,-118,-158,723,-58,-62,13.06833265,-49.81594206,105.2661598,2,-0.1,0.16,-0.02,-11,3,20,-508,356,-181,-13.9,17.4,-130,29,0.43,-1.48,-0.72,-279,29,69,-632,625,744,"A"
4614,3,1322837832,236304,6,1,672,118,17.3,-3.2,18,0.18,0.11,-0.15,-21,63,-161,24,604,-332,-90.3,-10.2,1.93,26,0.29,-0.42,0.79,149,-127,-158,729,-53,-70,6.214700623,-9.329579797,145.8596058,3,-0.08,0.24,0.08,-3,2,32,-504,356,-181,-15.8,17.9,-134,28,0.67,-1.46,-0.15,-262,16,73,-659,584,716,"A"
4615,3,1322837832,300323,6,1,672,118,17.2,-3.14,18,0.16,0.11,-0.13,-22,62,-159,27,594,-312,-90,-10.1,1.81,27,0.37,-0.51,1,149,-132,-167,727,-64,-68,-15.65485614,2.598791017,141.2070182,4,-0.13,0.24,0.13,1,-6,38,-503,360,-180,-16.5,18.3,-136,28,0.82,-1.65,0.07,-262,10,65,-658,567,711,"A"
4616,3,1322837832,480397,6,1,672,118,17.1,-2.72,18,0.16,0.1,-0.13,-19,63,-164,26,598,-326,-87.7,-11.1,-1.15,24,0.88,-0.66,0.8,144,-115,-144,722,-52,-31,-46.67936753,-18.63817578,106.2507393,4,-0.08,0.19,0,-7,-17,33,-504,357,-180,-17.3,20.1,-143,34,0.67,-2.09,0.03,-323,70,31,-680,473,605,"A"
4618,3,1322837832,528290,6,1,672,119,17,-2.55,18,0.16,0.1,-0.11,-21,63,-160,27,599,-331,-87.9,-11.6,-3.03,23,1.06,-0.61,0.46,146,-113,-122,738,-40,-13,-30.50963086,-39.22929993,106.3060077,4,-0.08,0.13,-0.1,-14,-11,32,-501,358,-179,-19.7,19.4,-148,46,0.22,-1.75,-0.36,-451,-20,32,-692,404,584,"A"
4619,3,1322837832,528328,6,1,672,119,17,-2.48,18,0.16,0.11,-0.11,-21,61,-163,22,595,-337,-88.1,-11.9,-4.11,23,1.08,-0.61,0.41,140,-117,-136,732,-50,1,-28.46566951,-34.37218585,111.6681166,4,-0.03,0.13,-0.13,-12,-10,32,-508,351,-182,-20.8,18.8,-149,37,-0.02,-1.27,-0.41,-363,-17,38,-696,385,584,"A"
4622,3,1322837832,552722,6,1,672,119,16.9,-2.23,18,0.18,0.1,-0.05,-19,64,-162,30,594,-335,-88,-13.1,-7.4,21,1.24,-0.74,0.67,131,-113,-118,735,-38,34,-34.60469309,-5.220551542,122.0504163,4,-0.06,0.14,-0.08,-2,-13,36,-501,355,-180,-23.7,17.4,-154,39,0.35,-1.49,-0.26,-376,-23,56,-701,312,560,"A"
4623,3,1322837832,612325,6,1,672,119,16.9,-2.17,19,0.16,0.11,-0.07,-23,67,-167,31,601,-336,-87.5,-13.9,-8.69,21,1.32,-0.8,0.84,130,-114,-117,729,-34,57,-23.95360312,-20.91162043,125.0073273,3,-0.06,0.16,-0.08,-7,-8,32,-510,355,-178,-24.4,17.2,-155,40,0.45,-1.43,-0.08,-387,-35,59,-699,298,541,"A"
4624,3,1322837832,720356,6,1,672,119,16.9,-2.06,18,0.08,0.11,-0.15,-25,66,-166,26,603,-337,-84.7,-17.3,-13.7,19,1.59,-1,1.2,103,-106,-112,721,-12,105,-10.96135696,-13.71725226,139.4772577,4,-0.05,0.24,0.02,-5,-4,36,-507,355,-169,-25,16.3,-161,41,0.61,-1.88,0.46,-401,-46,41,-689,207,482,"A"
4625,3,1322837832,748274,6,1,672,119,17,-2.15,18,0.05,0.11,-0.18,-21,62,-166,26,595,-338,-80.6,-20.9,-20.6,15,2.09,-1.08,0.97,79,-89,-87,703,18,176,-49.11912305,-19.54620252,103.5497392,4,-0.03,0.29,0,-7,-17,31,-498,366,-181,-26.5,15,-168,45,0.47,-1.91,-0.05,-431,-80,15,-662,98,408,"A"
4626,3,1322837832,860352,6,1,672,119,17.3,-2.47,18,0.05,0.11,-0.18,-20,63,-165,23,595,-338,-66.7,-19.8,-44.7,7,2.86,-1.16,0.61,-5,-62,19,569,92,392,12.91230634,-22.72899172,130.8257456,3,-0.03,0.21,-0.23,-7,4,30,-499,364,-175,-36.9,8.49,-179,49,-0.02,-0.88,-0.97,-409,-242,14,-581,-122,292,"A"
4627,3,1322837832,872308,6,1,672,119,17.3,-2.46,18,0.08,0.1,-0.18,-19,60,-163,19,597,-336,-62.7,-17.4,-52.1,10,2.91,-1.22,0.94,-52,-78,3,512,106,445,-16.19979546,-19.47776427,131.6108273,3,0.03,0.11,-0.26,-6,-5,30,-494,364,-164,-37.9,8.04,-179,50,-0.22,0.05,-0.26,-410,-259,28,-578,-128,293,"A"
4628,3,1322837832,900312,6,1,672,119,17.3,-2.44,18,0.1,0.1,-0.16,-20,60,-163,23,600,-344,-60.8,-15.7,-55.6,8,2.86,-1.25,0.94,-52,-51,35,467,118,489,-18.39488598,-12.22464035,134.9151673,3,0.05,0.08,-0.31,-4,-6,32,-495,369,-164,-37.8,7.99,-178,49,-0.14,0.1,0.03,-417,-245,21,-578,-138,287,"A"
4629,3,1322837832,912298,6,1,672,119,17.3,-2.45,18,0.1,0.1,-0.13,-21,65,-166,17,594,-337,-59.4,-14.2,-59.2,10,2.94,-1.17,0.71,-64,-46,50,446,125,499,0,-2.563540852,154.5160918,4,0.03,0.08,-0.3,-1,0,39,-505,363,-165,-37.5,8.3,-178,49,0,0.4,0.2,-417,-234,15,-580,-122,299,"A"
4630,3,1322837832,948274,6,1,672,119,17.4,-2.43,19,0.08,0.1,-0.2,-27,67,-170,14,599,-340,-57.9,-12.1,-65.7,13,2.89,-1.22,0.85,-107,-53,40,350,142,557,32.70048466,-12.38579901,121.9466248,4,-0.03,0.08,-0.2,-5,13,38,-509,369,-157,-36.5,9.77,-176,50,0.08,0.95,0.33,-443,-201,19,-592,-107,301,"A"
4631,3,1322837832,972355,6,1,672,119,17.4,-2.46,18,0.06,0.11,-0.21,-26,64,-167,21,598,-337,-57.3,-11,-68.6,14,2.87,-1.16,0.74,-103,-49,78,321,145,560,36.97582906,-16.75786568,116.143393,4,-0.05,0.08,-0.15,-6,13,33,-504,363,-158,-35.8,10.6,-175,48,0,1.04,0.36,-431,-183,15,-596,-82,310,"A"
4632,3,1322837832,972402,6,1,672,119,17.5,-2.43,18,0.1,0.1,-0.21,-22,60,-162,21,595,-335,-56.4,-8.65,-74.5,16,2.73,-1.12,0.77,-140,-46,62,255,160,590,21.44461171,-9.132959692,133.7149987,3,-0.08,0.08,-0.05,-3,7,32,-506,361,-153,-34.4,12.1,-172,47,-0.06,1.16,0.38,-438,-157,10,-612,-50,321,"A"
4634,3,1322837833,148323,6,1,673,119,17.5,-2.23,18,0.14,0.11,-0.16,-20,63,-163,22,593,-329,-53.3,-2.9,-89.2,24,2.6,-1.27,1.26,-221,-47,46,40,205,640,-5.813202508,-14.57638519,141.3714002,4,-0.08,0.11,-0.03,-5,-2,34,-513,356,-160,-30.2,15.6,-163,47,-0.37,1.48,0.33,-451,-108,24,-654,68,400,"A"
4635,3,1322837833,200321,6,1,673,119,17.4,-2.12,18,0.18,0.11,-0.15,-21,65,-163,27,600,-336,-52.4,-1.91,-92.1,24,2.5,-1.33,1.43,-223,-45,60,-16,221,650,2.944149361,-23.77308695,133.1179292,3,-0.06,0.13,-0.07,-8,1,33,-508,357,-154,-29.4,16,-161,43,-0.39,1.35,0.28,-407,-89,20,-665,90,419,"A"
4636,3,1322837833,388341,6,1,673,119,17.2,-1.82,18,0.16,0.13,-0.18,-23,62,-162,20,600,-324,-49.8,1.62,-102,28,2.02,-1.28,1.16,-270,-18,43,-155,257,625,-7.637281258,-10.19077498,144.3286769,4,0.08,0.16,-0.03,-4,-3,39,-504,364,-159,-26.7,17.1,-152,40,-0.75,1.73,-0.13,-378,-92,30,-680,196,486,"A"
4637,3,1322837833,388400,6,1,673,119,17.2,-1.71,18,0.14,0.11,-0.18,-25,64,-163,28,593,-336,-49.6,2.5,-105,27,1.99,-1.2,0.98,-258,-23,37,-198,264,618,-20.86511409,-5.921759951,135.3664838,3,0.08,0.1,-0.05,-2,-7,33,-504,369,-156,-26.1,17.2,-150,40,-0.74,1.57,-0.07,-374,-104,32,-690,228,509,"A"
4638,3,1322837833,408288,6,1,673,119,17.2,-1.7,18,0.13,0.11,-0.2,-27,66,-162,21,597,-331,-49.7,3.34,-107,28,1.99,-1.12,0.82,-271,-33,8,-220,274,622,-35.29747884,-29.22166383,110.4043895,4,0.1,0.06,-0.15,-10,-12,31,-503,365,-160,-25.3,17.2,-147,43,-0.79,1.61,0.07,-412,-102,36,-701,253,523,"A"
4639,3,1322837833,476316,6,1,673,119,17.2,-1.63,18,0.1,0.11,-0.2,-24,63,-160,23,599,-334,-50.5,6.19,-113,30,1.75,-0.85,0.61,-290,-35,10,-312,285,600,-27.91353291,-15.36733251,125.014078,3,0.18,0.18,-0.23,-5,-9,31,-497,357,-156,-20.9,18.2,-137,35,-0.58,2.2,0.66,-326,-65,71,-699,367,597,"A"
4640,3,1322837833,476365,6,1,673,119,17.3,-1.65,18,0.1,0.11,-0.2,-22,62,-161,26,602,-334,-50.8,7.08,-114,30,1.59,-0.79,0.62,-295,-35,-7,-339,280,576,-26.21529333,-17.36450116,125.4054429,4,0.18,0.19,-0.21,-6,-9,33,-510,362,-153,-18.7,18.6,-134,34,-0.45,2.23,0.95,-333,-19,55,-700,411,610,"A"
4641,3,1322837833,504346,6,1,673,119,17.3,-1.59,17,0.08,0.11,-0.2,-24,60,-158,25,605,-318,-51.6,9.38,-118,30,1.22,-0.63,0.72,-293,-54,-9,-382,279,554,-17.07725535,-12.78054364,135.6735643,2,0.19,0.26,-0.15,-3,-4,23,-502,360,-166,-13.6,19,-125,35,-0.67,2.15,0.3,-331,58,41,-679,499,636,"A"
